text,isAddress,block_num,left_top,right_bot
ALL PIER CHARGES FOR ACCOUNT OF RECEIVER UNLESS OTHERWISE SPECIFIED.,0,27,"(69, 1836)","(810, 1888)"
You are requested to inform us immediately of any occurrence. Thank You for your service |,0,0,"(1011, 1977)","(1640, 2032)"
DO NOT BREAK DOWN PALLET,0,0,"(50, 1983)","(576, 2025)"
Powered by,0,0,"(1337, 2104)","(1467, 2136)"
", GoFreight",0,0,"(1507, 2101)","(1636, 2148)"
text,isAddress,block_num,left_top,right_bot
"Pacific Sales Company 24008 Tango Dr Valencia, CA 91354 Alex Shin  Tel: 818-476-2254 ",1,1,"(192, 197)","(575, 395)"
Date:,0,2,"(859, 202)","(947, 238)"
"November 4, 2022",0,2,"(967, 202)","(1233, 238)"
Ref No.:,0,2,"(859, 274)","(985, 310)"
221104JH8,0,2,"(1005, 274)","(1177, 310)"
DELIVERY ORDER,0,5,"(597, 434)","(1109, 494)"
Delivery Order Issued To:,0,6,"(191, 557)","(580, 603)"
NGL Transportation/Jacky Lee,0,6,"(194, 628)","(652, 672)"
Vessel & Voy No.: HYUNDAI MARS 0036E,0,7,"(193, 699)","(633, 774)"
Location: Total Terminals International - TTI,0,8,"(859, 703)","(1385, 777)"
"Port of Loading: Busan, Rep of Korea",0,9,"(192, 808)","(586, 888)"
Mater B/L No.: HDMUPUSM28065700,0,10,"(859, 810)","(1378, 883)"
Container No.: TLLU2457501,0,11,"(195, 916)","(467, 988)"
House B/L No. TSMT2220378,0,12,"(859, 916)","(1271, 988)"
20FT,0,11,"(515, 952)","(601, 988)"
"Estimate Arrival Date: November 11, 2022  For Delivery To:",0,15,"(192, 1023)","(563, 1137)"
Reference No..:,0,14,"(858, 1021)","(1066, 1061)"
"Western AG Enterprises 8121 W. Harrison St Tolleson, AZ 85353  Mr. Joe Barrios  Tel: 800-347-8274 Cell: 602-826-8702",1,15,"(192, 1162)","(540, 1379)"
Description of Goods ,0,0,"(492, 1415)","(796, 1455)"
Weight (GROSS),0,0,"(1183, 1414)","(1425, 1454)"
Container No.,0,18,"(214, 1486)","(430, 1529)"
"TLLU2457501 : Polyester Mixed Seat Belt Webbing, 20 pallets",0,18,"(206, 1563)","(914, 1652)"
15680.000 KGS,0,19,"(1192, 1595)","(1426, 1635)"
"Bill to: Pacific Sales Company 24008 Tango Dr Valencia, CA 91354",1,20,"(933, 1778)","(1364, 1889)"
text,isAddress,block_num,left_top,right_bot
"Nov 22, 2022",0,0,"(107, 34)","(277, 102)"
31472-24979,0,0,"(1421, 36)","(1591, 102)"
Rate Confirmation,0,0,"(727, 52)","(975, 88)"
Best BAY  LOGISTICS,0,2,"(777, 180)","(1063, 299)"
"3633 Inland Empire Blvd, Suite 500, Ontario, CA 91764, United States P: (855) 779-2378 « + F: (510) 373-2258 « + E: carriers@bestbaylogistics.com + - W: www.bestbaylogistics.com",1,1,"(251, 327)","(1448, 405)"
Route,0,1,"(131, 442)","(213, 474)"
"Pickup Nov 28, 2022 Apt",0,1,"(633, 438)","(793, 554)"
"YUSEN TERMINAL INC. 701 New Dock St (Y790) Los Angeles, CA 90731 3105488000",0,1,"(839, 444)","(1378, 550)"
"Delivery Nov 29, 2022 Apt",0,1,"(633, 579)","(793, 696)"
"Rauch North America Inc 10501 N Reems Rd Waddell, AZ 85355",1,1,"(840, 582)","(1279, 658)"
Equipment,0,1,"(130, 759)","(274, 799)"
Power only,0,1,"(318, 761)","(484, 801)"
Carrier,0,1,"(131, 826)","(225, 860)"
Ngl Transportation LLC MC 583458 « DOT 1575579 « P: (213) 521-4913,0,1,"(318, 827)","(847, 902)"
CAIU9471153 Container number,0,1,"(316, 918)","(515, 982)"
CMDUBRE0601336 BOL number,0,1,"(587, 918)","(817, 982)"
Rate,0,1,"(131, 1024)","(199, 1056)"
"Freight - flat Linehaul+ FSC 1.0 x $2,300.00",0,1,"(317, 1027)","(496, 1128)"
"$2,300.00",0,1,"(902, 1024)","(1054, 1071)"
Accessorial - chassis Per Day 1.0 x $50.0¢ ,0,1,"(317, 1140)","(615, 1238)"
$50.00,0,1,"(904, 1137)","(1014, 1179)"
Total,0,1,"(319, 1252)","(403, 1288)"
"$2,350.00",0,1,"(904, 1249)","(1054, 1291)"
TERMS AND CONDITIONS,0,1,"(131, 1339)","(434, 1374)"
"This Rate Confirmation incorporates the terms and conditions of a Broker Carrier Agreement signed by Best Bay Logistics, Inc. (Best Bay) and Carrier or. if a Broker Carrier Agreement has not been signed by Best Bay and Carrier, then by the terms and conditions of Best Bayas Standard Broker Carrier Agreement that may be found at www.bestbaylogistics.com.  Acceptance of a shipment by Carrier constitutes acceptance of the terms and conditions of this Rate Confirmation.  Best Bay does not guarantee actual weight of a shipment and will pay on weight delivered. Weight of the product may vary from confirmation. Best Bay does not pay detention, layover, TONU, lumper, or other expenses unless approved by the shipper. All extras are included in the rate quoted. Unloading is not paid unless otherwise agreed in writing.  Carrier must verify temperature with shipper.  f shipper does not scale on site. driver must determine the location of the nearest available scales.  Carrier is responsible for ensuring legal weight and load security. Carrier must make an immediate protest, prior to transport of any alleged weight overage or security concerns.  *CARRIER OR ITS AGENT CERTIFIES THAT ANY TRU EQUIPMENT FURNISHED WILL BE IN COMPLIANCE WITH IN USE REQUIREMENTS OF CALIFORNIA&S TRU REGULATIONS.  Trailer must arrive washed and clean. If asked driver must get trailer photo with load load-locks/airbags before rolling from every stop.  Best Bay offers quick payments within 3 business days after receiving required documentation. To qualify for quick pay, bills of ading, proof of delivery, and invoicing must be sent to quickpay@bestbaylogistics.com. Paperwork may be sent electronically to ap@bestbaylogistics.com or faxed to (323) 544-072 If any questions, call (323) 922-2383.",0,1,"(183, 1409)","(1564, 2033)"
text,isAddress,block_num,left_top,right_bot
"Rate Confirmation $°2'""°%s '&:  Carrierlnvoices@coyote.com  960 Northpoint Park’ Load 27926804 —20Nortnpoint Parkway  Alpharetta, GA 30005",0,0,"(309, 98)","(1126, 260)"
877-6COYOTE,0,0,"(1394, 139)","(1630, 179)"
(877-626-9683),0,0,"(1380, 191)","(1622, 235)"
COYST ,0,0,"(115, 220)","(255, 254)"
"Cust Requirements  Equipment Van, 53' Pre Cooled Temp None Load Temp None Tarps Undefined  Value $100,000",0,0,"(79, 300)","(430, 556)"
Booked By,0,0,"(581, 308)","(779, 360)"
Get,0,0,"(1115, 306)","(1179, 340)"
CoyoteGO,0,0,"(1285, 302)","(1442, 346)"
Today!,0,0,"(1456, 305)","(1564, 345)"
Michael Lattner,0,0,"(573, 370)","(759, 400)"
‘Dispatch  Send updates Check in  Submit paperwork,0,0,"(1129, 358)","(1341, 510)"
Michael.Lattner@coyote.com  Phone: +1 (773) 365 6468 x8139  Fax: +1 (423) 308 8836,0,0,"(571, 410)","(909, 550)"
"Available for An- droid or iPhone, at App Store or  Google Play",0,0,"(1384, 392)","(1583, 516)"
Load Requirements  Seal,0,0,"(79, 707)","(425, 788)"
Equipment Requirements N/A,0,0,"(78, 811)","(507, 896)"
"Notes  All Van/Container loads MUST be sealed at origin either by shipper or driver with a seal number noted on bill of lading. The driver is responsible for re-sealing the trailer after each pickup/drop on a multi-stop shipment. In the event a shipment that was sealed at origin or after each additional pickup/drop arrives at the destination with a tampered seal or without the seal intact then (i) the Carrier shall be liable for any shortage or damage claims with respect to such shipment and (ii) the shipper shall have the right, in its sole discretion, to deem the entire shipment damaged, adulterated/contaminated and unsalvageable, without the need for any inspection and the Carrier shall be liable for the full value of the shipment. Carrier is required to weigh shipment within 50 miles of departing each shipper. If carrier fails to weigh shipment within 50 miles of departing each shipper, any citations/expenses incurred due to the equipment and/or shipment weight will be the carrier's sole responsibility. Carrier must meet and comply to shipper requirements at the facility. All drivers must wear masks or facial coverings to the extent required by laws or facilities. Carrier must be in full compliance with the Food Safety Modernization Act (FSMA), if applicable. By accepting the shipment, Carrier agrees that the driver has consented to receiving text messages and/or phone calls from or on behalf of Coyote.",0,0,"(71, 929)","(1623, 1379)"
Approval for payment of detention is contingent upon the following eligibility requirements: 1) Carrier must report facility departure time and total detention hours within 24 hours of shipment delivery at the final facility. 2) Carrier must provide proof of the on time arrival and departure times in the form of a BOL or other shipping document with arrival and departure times notated by facility within 24 hours of shipment delivery at final facility.,0,0,"(74, 1391)","(1569, 1559)"
"Route Directions  Carrier acknowledges that any routing instructions from the shipper herein are being provided for convenience only, and the Carrier may choose the route.  Signature Line  By signing below, NGL Transportation, LLC. agrees to the terms and conditions set forth below and provided herewith, if any.",0,0,"(74, 1601)","(1584, 1835)"
"[Load Number - 27926804] [Carrier Legal Name - NGL Transportation, LLC.] [Carrier USDOT - 1575579]",0,0,"(73, 2008)","(621, 2100)"
Page ©,0,0,"(1398, 2007)","(1485, 2051)"
of 4,0,0,"(1495, 2010)","(1555, 2044)"
text,isAddress,block_num,left_top,right_bot
WW LOGISTICS  OUP LLC,0,0,"(226, 119)","(536, 178)"
DELIVERY ORDER,0,0,"(637, 189)","(1006, 235)"
SHIP FROM,0,0,"(395, 258)","(539, 286)"
DELIVER ORDER/PRO #,0,2,"(867, 255)","(1183, 290)"
40064,0,2,"(1215, 256)","(1311, 290)"
PCT- PIER J 1521 PIER J AVENUE LONG BEACH CA 90802 PHONE (562) 983-1001,1,3,"(79, 320)","(355, 436)"
CARRIER NAME:,0,5,"(867, 438)","(1065, 466)"
NGL,0,5,"(1091, 438)","(1153, 466)"
SHIP TO,0,4,"(413, 464)","(521, 494)"
"PERFORMANCE DESIGNED PRODUCTS 4225 WEST BUCKEYE ROAD STE. 200 PHOENIX, AZ 85009 PHX.RECEIVING@PDP.COM  TSUNE WATANABE (DC DIRECTOR) @ TEL: (602) 738-2242  APPOINTMENT NEEDED",1,6,"(75, 525)","(569, 716)"
THIRD PARTY FREIGHT CHARGES BILL TO,0,7,"(225, 736)","(711, 766)"
SCAC:,0,8,"(865, 736)","(949, 766)"
"WW LOGISTICS GROUP, LLC. — REF 40064 5600 N. RIVER ROAD STE 800  ROSEMONT, IL. 60018  PH: 847-993-3038  Special Instructions:  Any problems, please contact:  ABBIE @ WW Logistics - CELL: 331-688-3686 ANITA @ WW Logistics - CELL 773-499-9581",1,11,"(76, 786)","(605, 1020)"
Pro Number:,0,10,"(865, 786)","(1005, 816)"
Freight Charge Terms (Freight charges are prepaid unless marked otherwise): Prepaid Q Collect 3rd Party X| ,0,12,"(864, 902)","(1597, 976)"
Master bill of lading with attached underlying bills of lading.,0,0,"(892, 989)","(1488, 1029)"
CUSTOMER ORDER INFORMATION,0,0,"(646, 1041)","(1049, 1072)"
BOL INFO  MBL: WHLC025C787313  HBL: SNAF2210299A,0,29,"(79, 1084)","(325, 1216)"
CONTAINER,0,0,"(379, 1084)","(531, 1114)"
SEAL,0,0,"(619, 1084)","(691, 1114)"
SIZE,0,0,"(771, 1084)","(839, 1114)"
PIECES  3630 PKGS,0,26,"(865, 1084)","(967, 1178)"
WEIGHT,0,0,"(1019, 1084)","(1127, 1114)"
COMMODITY / ADDL SHIPPER INFO  AIRLITE WIRED HEADSET FOR PS - WHITE ,0,28,"(1177, 1084)","(1607, 1178)"
WHSU6764424,0,23,"(354, 1133)","(536, 1163)"
WHLT069591,0,24,"(567, 1134)","(731, 1164)"
40HC,0,25,"(753, 1134)","(829, 1164)"
13525 LBS,0,27,"(979, 1134)","(1113, 1164)"
VSL: WAN HAI 625,0,0,"(79, 1232)","(303, 1262)"
"Where the rate is dependent on value, shippers are required to state specifically in writing the agreed or COD Amount: $ declared value of the property as follows: “The agreed or declared value of the we property is specifically stated - by the shipper to be not exceeding per Fee terms: Collect Q Prepaid Customer check acceptable O  Note: Liability limitation for loss or damage in this shipment may be applicable. See 49 USC § 14706(c)(1)(A) and (B).  Received, subject to individually determined rates or contracts that have been agreed The carrier shall not make delivery of this shipment without payment of charges and upon in writing between the carrier and shipper, if applicable, otherwise to the rates, all other lawful fees  classifications, and rules that have been established by the carrier and are available to ""  the shipper, on request, and to all applicable state and federal regulations. Shipper Signature",0,45,"(76, 1276)","(1598, 1502)"
"Shipper Signature/Date ANITA BERTRAM / Nov 8, 2022",0,46,"(75, 1512)","(443, 1588)"
Trailer Loaded:  Q By shipper Q By driver,0,47,"(577, 1512)","(723, 1626)"
Freight Counted:  Q By shipper  Q By driver/pallets said to contain Q By driver/pieces,0,48,"(753, 1512)","(1105, 1626)"
Carrier Signature/ Pickup Date,0,49,"(1159, 1512)","(1513, 1547)"
"Carrier acknowledges receipt of packages and required placards. Carrier certifies emergency response information was made available and/or carrier has the DOT emergency response guidebook or equivalent documentation in the vehicle. Property described above is received in good order, except as noted.",0,49,"(1157, 1580)","(1615, 1709)"
"This is to certify that, to the best of our knowledge, the above named materials are properly classified, packaged, marked, and labeled, and are in proper condition for transportation according to the applicable regulations of the DOT.",0,0,"(75, 1608)","(565, 1698)"
"WW Logistics Group, LLC 5600 N. River Rd., Ste 800, Rosemont IL 60018 TEL+1 847 993 3038 FAX +1 847 789 8806  Website: www.wwlogisticsgroup.com",1,0,"(117, 1969)","(565, 2078)"
text,isAddress,block_num,left_top,right_bot
Page 1/1,0,0,"(1495, 107)","(1609, 141)"
DELIVERY ORDER,0,0,"(635, 124)","(1083, 180)"
"AIR TIGER EXPRESS  970 N. OAKLAWN AVE SUITE #201 ELMHURST, IL 60126 847-766-0090 Fax 847-766-0939",1,1,"(245, 431)","(693, 548)"
DATE OUR REF. NO. 11/09/22 6053921 THE MERCHANDISE DESCRIBED BELOW  WILL BE ENTERED AND/OR FORWARDED AS FOLLOWS:,0,3,"(1045, 431)","(1541, 570)"
CARRIER: HDMU YM UNIFORM 0226E  B/L OR AWB. NO. ARRIVAL DATE  HDMU HKGM46284600 11/23/22,0,8,"(173, 603)","(654, 714)"
"LOCATION ORIGIN/DESTINATION PORT  Y773 WEST BASIN CONTAINER TER LOS ANGELES, CA  FREE TIME EXP. LOCAL DELIVERY OR TRANSFER BY (DELIVERY ORDER ISSUED TO:)  NGL  ENTRY-BIL NO. T81-6053921-9  ROUTE  HOUSE NO.  AIGB ATEH221 10007  GUST, REF. NO.",1,14,"(673, 602)","(1534, 796)"
"FOR DELIVERY TO  Louis and Company  2110 E. Raymond St., B-2 Phoenix, AZ 85040 602-885-1375  ATTN: RECEIVING",0,15,"(133, 764)","(659, 940)"
"WEIGHT ba tieglt 33,971 Lb",0,20,"(1351, 1047)","(1570, 1128)"
NO. OF PKGS.,0,0,"(147, 1052)","(303, 1082)"
"DESCRIPTION OF ARTICLES, SPECIAL MARKS & EXCEPTIONS  DRAWER SLIDES",0,21,"(327, 1052)","(1147, 1126)"
960,0,18,"(255, 1092)","(317, 1126)"
PO # 4501484815,0,21,"(327, 1144)","(561, 1180)"
“DELIVERY APPOINTMENT REQUIRED**,0,21,"(328, 1197)","(867, 1234)"
Container No. TEMU3346271,0,0,"(133, 1252)","(325, 1314)"
"Container Size/Type Weight 20 ft Dry 15,409 KG",0,21,"(370, 1249)","(777, 1316)"
Quantity Seal Nos. 960 CTNS 212560836,0,21,"(804, 1251)","(1112, 1315)"
P.O. Nos},0,21,"(1193, 1252)","(1319, 1286)"
INLAND FREIGHT,0,0,"(177, 1759)","(463, 1799)"
PREPAID/COLLECT  Prepaid,0,0,"(586, 1751)","(748, 1808)"
Received in Good Order By:,0,0,"(1031, 1754)","(1357, 1821)"
ORIGINAL DELIVERY ORDER,0,0,"(151, 1820)","(499, 1854)"
"Date: Time: Liability including negligence is limited to the sum of $50.00 per shipment, unless a greater evaluation is declared. Paid for or agreed to be paid in writing prior to shipping.",0,0,"(1027, 1834)","(1409, 2016)"
,0,23,"(142, 1969)","(196, 1993)"
"Location of Goods:  Y773 WEST BASIN CONTAINER TERMINAL 2050 JOHN S. GIBSON BLVD  SAN PEDRO, CA90731  CHECK AVAILABILITY PHONE#: 877-391-2725",1,0,"(141, 2010)","(732, 2162)"
DELIVERY CLERK: DELIVER TO CARRIER SHOWN ABOVE,0,0,"(1032, 2033)","(1500, 2105)"
"NGL, Phone:",0,0,"(847, 2116)","(1017, 2152)"
text,isAddress,block_num,left_top,right_bot
"C.H. Robinson International, Inc. Correspondence Address:  680 Knox St Ste 210  TORRANCE, CA 90502-1325  United States  T: +1 (866) 802-9711 F: +1 (310) 763-6085",1,0,"(164, 65)","(734, 256)"
FMC License # 3282 CHB License # 11502 Date: 09-Nov-22 Page 1 of 2,0,0,"(1403, 102)","(1633, 225)"
"Delivery Order  The Merchandise described below will be delivered as follows:  To: NGL Transportation LLC 5090 W Camelback Rd  ‘Attn: Glendale, AZ 85301-7611  Telephone: +1 (623) 930-0932 Fax: +1 (623) 937-2576 United States  From: Janet Luo  PICK-UP / LOADING REFERENCES  PACIFIC CONTAINER TERMINAL - Contact: PIER ICHR #: 411559727  W182 Telephone: 5629831001 Carrier: WAN HAI LINES Ltd (AMERICA) beg bans an Fax: \Vessel/Voyage: WAN HAI 613/E055 LONG BEACH, CA 90802 ETA: 14-Nov-22, 16:00 Master B/L #: WHLC051CA09713 United States House B/L #: 411559727JKT DELIVERY TO Entry Number: 79139504950 [American Home Furniture Contact: receiving  801 Comanche Rd. NE Telephone: 5058832144  (Albuquerque, NM 87107 Fax:  United States Scheduling: Appointment  Driver Work: No Touch  Shipment Details  Container - Seal Type Last Free Day PU # Appt Date Chassis Hot Marks and Numbers Packages Description of Packages and Goods Gross Weight Volume WHSU6718901 - 40HC No No WHLL560701 N/M 1 40HC WOODEN FURNITURE 15,842.15 LB 2,387.45 CFT) 203 CTN Charges Send Invoices To: CHRW INTL Dray Payables PO BOX 5550  CORALVILLE, IA 52241 LoadDocs@CHRobinson.com",0,37,"(55, 314)","(1643, 1312)"
"Remark ‘To ensure prompt payment, an invoice must accompany all billing with the Carrier Name and CHR #.",0,38,"(56, 1332)","(1058, 1401)"
"Thank you, Janet Luo",0,38,"(55, 1418)","(181, 1476)"
Email: Janet.Luo@chrobinson.com  Route  505-761-3239 or 505-761-3242; Cell 505 379 8408  You can also email Ernesto for an appt. His email address is: Ernesto Prieto <eprieto@americanhome.com>. If you have any questions please let me know.  Thanks,0,39,"(55, 1500)","(1129, 1676)"
Authorized Signature  DO NOT USE AS PROOF OF DELIVERY,0,46,"(55, 1930)","(1319, 2045)"
text,isAddress,block_num,left_top,right_bot
"C.H. Robinson International, Inc. Correspondence Address:  680 Knox St Ste 210  TORRANCE, CA 90502-1325  United States  T: +1 (866) 802-9711 F: +1 (310) 763-6085",1,0,"(164, 65)","(734, 256)"
FMC License # 3282 CHB License # 11502 Date: 09-Nov-22 Page 1 of 2,0,0,"(1403, 102)","(1633, 225)"
"Delivery Order  The Merchandise described below will be delivered as follows:  To: NGL Transportation LLC 5090 W Camelback Rd  ‘Attn: Glendale, AZ 85301-7611  Telephone: +1 (623) 930-0932 Fax: +1 (623) 937-2576 United States  From: Janet Luo  PICK-UP / LOADING REFERENCES  International Transport Service - Y309 Contact: Availability - Cust Ser ICHR #: 412185934  1281 Pier J Avenue Telephone: 5625906868 Carrier: MEDITERRANEAN SHIPPING CO. S.A.C/O AG. Long Beach, CA 90802 Fax: +1 (562) 590-6772 MARITTIMA L  United States ETA: 17-Nov-22, 16:30 Vessel/Voyage: MSC BIANCA/MC240A DELIVERY TO Master B/L #: MEDULQ762428 VELOCITY PRODUCTIONS & Contact: TODD House B/L #: 412185934MIL PACKAGING Telephone: 6028211457 Entry Number: 79139547769  1335 W.21ST STREET Fax:  Tempe, AZ 85282  : Scheduling: Open United States  Driver Work: Shipment Details Container - Seal Type Last Free Day PU # Appt Date Chassis Hot Marks and Numbers Packages Description of Packages and Goods Gross Weight Volume MEDU8997988 - 135605 40FT No No 1 40FT GLASS BOTTLES FOR FRAGRANCE 19,223.99 LB 2,118.88 CFT, HTS 701090 24 PKG Charges Send Invoices To: CHRW INTL Dray Payables  PO BOX 5550 CORALVILLE, IA 52241 LoadDocs@CHRobinson.com",0,37,"(54, 314)","(1643, 1270)"
"Remark ‘To ensure prompt payment, an invoice must accompany all billing with the Carrier Name and CHR #.",0,38,"(56, 1290)","(1058, 1357)"
"Thank you, Janet Luo",0,38,"(55, 1376)","(181, 1432)"
Email: Janet.Luo@chrobinson.com,0,38,"(57, 1455)","(409, 1486)"
Authorized Signature  DO NOT USE AS PROOF OF DELIVERY,0,45,"(55, 1930)","(1319, 2045)"
text,isAddress,block_num,left_top,right_bot
"Nov 22, 2022",0,0,"(107, 34)","(277, 102)"
31494-04030,0,0,"(1421, 36)","(1592, 101)"
Rate Confirmation,0,0,"(727, 52)","(975, 88)"
Best BAY  LOGISTICS,0,2,"(777, 180)","(1063, 299)"
"3633 Inland Empire Blvd, Suite 500, Ontario, CA 91764, United States P: (855) 779-2378 « + F: (510) 373-2258 « + E: carriers@bestbaylogistics.com + - W: www.bestbaylogistics.com",1,1,"(251, 327)","(1448, 405)"
Route,0,1,"(131, 442)","(213, 474)"
"Pickup Nov 28, 2022 Apt",0,1,"(633, 438)","(793, 554)"
"YUSEN TERMINAL INC. 701 New Dock St (Y790) Los Angeles, CA 90731 3105488000",0,1,"(839, 444)","(1378, 550)"
"Delivery Nov 29, 2022 Apt",0,1,"(633, 579)","(793, 694)"
"Rauch North America Inc 10501 N Reems Rd Waddell, AZ 85355",1,1,"(840, 582)","(1279, 658)"
Bonded Shipment,0,1,"(129, 696)","(344, 737)"
Equipment,0,1,"(130, 791)","(274, 831)"
Power only,0,1,"(318, 793)","(484, 835)"
Carrier,0,1,"(131, 860)","(225, 894)"
Ngl Transportation LLC MC 583458 « DOT 1575579 « P: (213) 521-4913,0,1,"(318, 859)","(846, 937)"
TCNUS038405 Container number,0,1,"(317, 952)","(515, 1016)"
CMDUBRE0601336 number ,0,1,"(591, 952)","(821, 1016)"
2221000080 Reference number,0,1,"(317, 1030)","(519, 1094)"
Rate,0,1,"(131, 1136)","(199, 1168)"
"Freight - flat Linehaul+ FSC 1.0 x $2,300.00",0,1,"(317, 1139)","(496, 1240)"
"$2,300.00",0,1,"(902, 1136)","(1054, 1183)"
Accessorial - chassis Per day ,0,1,"(317, 1252)","(615, 1350)"
